species_id,volume,flower_color_free_text,color_category
"8. Stellaria  patens  D.  Don,  Prodr.  Fl. Nep. 215. 1825.  S.  longissima  Edgew.  &",2,flowers white,WHITE
"9. Stellaria  reticulivena  Hayata,  Icon.  PI. Formos. 7:  1, f.  1.  1918; Majumdar  in",2,flowers white,WHITE
10. Stellaria  semivestita  Edgew. in Fl. Brit. India  1: 230.1874.,2,no flower colour mentioned,UNKNOWN
"10. Styles 3.  Capsules elliptic-oblong, 6-valved,  ca 4 x 6 mm; seeds few,  suborbicular,",2,no flower colour mentioned,UNKNOWN
"11. Stellaria  sikkimensis  Hook, f.,  Fl. Brit. India  1: 230.1874.",2,no flower colour mentioned,UNKNOWN
12. Stellaria subumbellata  Edgew. in Fl. Brit. India  1: 233.1874.,2,no flower colour mentioned,UNKNOWN
13. Stellaria  tibetica  Kurz in Flora  55: 285. 1872; Edgew.  & Hook.  f.  in Fl. Brit.,2,no flower colour mentioned,UNKNOWN
"14. Stellaria uliginosa  Murray, Prodr. Stirp. Gott. 55.1770; Edgew. & Hook. f. in",2,no flower colour mentioned,UNKNOWN
"15. Stellaria  vestita  Kurz  in J. Bot.  11: 194. 1873. S.  saxatilis  D.Don,  Prodr.  Fl.",2,no flower colour mentioned,UNKNOWN
16. Stellaria wallichiana  Benth. ex Haines in Bull. Misc. Inf.  Kew 1920: 66.1920.,2,no flower colour mentioned,UNKNOWN
17. Stellaria webbiana  (Benth. ex G. Don) Edgew. & Hook. f. in Fl. Brit. India 1:,2,flowers white,WHITE
"2. Capsules  ovoid, 6-valved,  equalling  sepals; seeds  compressed,  0.8  -  1 mm(in  diam.,",2,no flower colour mentioned,UNKNOWN
24. Thylacospermum  Fenzl,2,flowers white,WHITE
25. Vaccaria  Medikus,2,flowers red,RED
4. Helixanthera,23,no flower colour mentioned,UNKNOWN
8. Tolypanthus,23,no flower colour mentioned,UNKNOWN
2. Elytranthe,23,no flower colour mentioned,UNKNOWN
5. Macrosolen,23,no flower colour mentioned,UNKNOWN
3. Helicanthes,23,no flower colour mentioned,UNKNOWN
1. Dendrophthoe,23,no flower colour mentioned,UNKNOWN
6. Scurrula,23,no flower colour mentioned,UNKNOWN
7. Taxillus,23,no flower colour mentioned,UNKNOWN
1. Dendrophthoe  Mart.,23,no flower colour mentioned,UNKNOWN
1. D. falcata,23,no flower colour mentioned,UNKNOWN
4. D. pentandra,23,no flower colour mentioned,UNKNOWN
2. D.  memecylifolia,23,no flower colour mentioned,UNKNOWN
3. D.  neelgherrensis,23,no flower colour mentioned,UNKNOWN
"1. Dendrophthoe falcata (L.f.) Blume in Schult.f., Syst. Veg. 7: 1730. 1830.  Loranthus",23,no flower colour mentioned,UNKNOWN
"1895. Beng.:  Amguruj,  Bajrangi;    Garo:  Tuthekmi;    Guj.:  Vando;    Hindi:  Bandha;    Kan.:",23,flowers yellow-scarlet,YELLOW
"2. Dendrophthoe memecylifolia (Wight & Arn.) Danser in Bull. Jard. Bot. Buitenzorg, Ser.",23,no flower colour mentioned,UNKNOWN
"1895. Loranthus neelgherrensis Wight & Arn., Prodr. Fl. Ind. Orient. 1: 382. 1834; Hook.f., Fl.",23,petals dark red or dull white,WHITE
"4. Dendrophthoe pentandra (L.) Miq., Fl. Ned. Ind. 1(1): 818. 1855; Barlow in Fl. Malesiana",23,"flowers orange, green or yellow",YELLOW
2. Elytranthe (Blume) Blume,23,no flower colour mentioned,UNKNOWN
2. E. capitellata,23,no flower colour mentioned,UNKNOWN
3. E. parasitica,23,no flower colour mentioned,UNKNOWN
1. E. albida,23,no flower colour mentioned,UNKNOWN
4. E. pseudopsilantha,23,no flower colour mentioned,UNKNOWN
5. E. psilantha,23,no flower colour mentioned,UNKNOWN
1830. Loranthus albidus Blume in Verh. Batav. Genootsch. Kunsten 9: 184. 1823 & Bijdr. Fl. Ned.,23,corolla red,RED
"1889. Loranthus capitellatus Wight & Arn., Prodr. Fl. Ind. Orient. 1: 382. 1834; Hook.f., Fl. Brit.",23,"flowers flesh-coloured inside, dark red outside",RED
"3. Elytranthe parasitica (L.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10: 315. 1929.",23,flowers scarlet-red with green lobes,RED
"4. Elytranthe pseudopsilantha Rajasek. in J. Swamy Bot. Club 3: 15, ff. 1 - 2. 1986.",23,no flower colour mentioned,UNKNOWN
"5. Elytranthe psilantha (Hook.f.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10: 315. 1929.",23,flowers reddish green,RED
3. Helicanthes  Danser,23,no flower colour mentioned,UNKNOWN
4. Helixanthera  Lour.,23,no flower colour mentioned,UNKNOWN
6. H.  ligustrina,23,no flower colour mentioned,UNKNOWN
3. H.  intermedia,23,no flower colour mentioned,UNKNOWN
10. H.  wallichiana,23,no flower colour mentioned,UNKNOWN
9. H. parasitica,23,no flower colour mentioned,UNKNOWN
7. H. obtusata,23,no flower colour mentioned,UNKNOWN
4. H. lambertiana,23,no flower colour mentioned,UNKNOWN
8. H. odorata,23,no flower colour mentioned,UNKNOWN
1. H. coccinea,23,no flower colour mentioned,UNKNOWN
"1. Helixanthera coccinea (Jack) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10: 317. 1929.",23,no flower colour mentioned,UNKNOWN
"2. Helixanthera hookeriana (Wight & Arn.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3,",23,no flower colour mentioned,UNKNOWN
"1929. Loranthus intermedius Wight in Calcutta J. Nat. Hist. 6: 361. 1846; Hook.f., Fl. Brit. India",23,flowers pinkish red or purplish brown,PINK
4. Helixanthera lambertiana (Schult.f.) Rajasek. in J. Econ. Taxon. Bot. 31(1): 183. 2007.,23,no flower colour mentioned,UNKNOWN
"1929. Loranthus lepidophyllus Walp., Ann. Bot. Syst. 2: 730. 1852.  L. arnottianus Wight in",23,no flower colour mentioned,UNKNOWN
"1929. Loranthus ligustrinus Wall. in Roxb., Fl. Ind., eds. Carey & Wall. 2: 219. 1824; Hook.f., Fl.",23,flowers yellow or red,YELLOW
"7. Helixanthera obtusata (Schult.f.) Danser in Jard. Bot. Buitenzorg, Ser. 3, 10: 317. 1929.",23,no flower colour mentioned,UNKNOWN
8. Helixanthera odorata (Wall.) Rajasek. in J. Econ. Taxon. Bot. 31: 184. 2007.  Loranthus,23,no flower colour mentioned,UNKNOWN
"1886. Hyphear odoratum (Wall.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10: 319. 1929.",23,no flower colour mentioned,UNKNOWN
"9. Helixanthera parasitica Lour., Fl. Cochinch. 1: 142. 1790.  Loranthus pentapetalus",23,flowers bright red,RED
"10. Helixanthera wallichiana (Schult.f.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10:",23,flowers scarlet red,RED
"1929. Loranthus terrestris Hook.f., Fl. Brit. India 5: 207. 1886.",23,no flower colour mentioned,UNKNOWN
5. Macrosolen  (Blume)  Rchb.,23,no flower colour mentioned,UNKNOWN
3. M. trigonous,23,no flower colour mentioned,UNKNOWN
1. M.  cochinchinensis,23,no flower colour mentioned,UNKNOWN
2. M. globosus,23,no flower colour mentioned,UNKNOWN
1. Macrosolen cochinchinensis (Lour.) Tiegh. in Bull. Soc. Bot. France 41: 122. 1984;,23,no flower colour mentioned,UNKNOWN
2. Macrosolen globosus (Roxb.) Tiegh. in Bull. Soc. Bot. France 42: 442. 1895.  Loranthus,23,no flower colour mentioned,UNKNOWN
"3. Macrosolen trigonus (Wight & Arn.) Tiegh. in Bull. Soc. Bot. France 42: 442. 1895, in",23,no flower colour mentioned,UNKNOWN
6. Scurrula L.,23,no flower colour mentioned,UNKNOWN
5. S. fusca,23,no flower colour mentioned,UNKNOWN
7. S.  leenhoutsii,23,no flower colour mentioned,UNKNOWN
1. S. atropurpurea,23,no flower colour mentioned,UNKNOWN
10. S.  steenisii,23,no flower colour mentioned,UNKNOWN
4. S.  elata,23,no flower colour mentioned,UNKNOWN
9. S.  pulverulenta,23,no flower colour mentioned,UNKNOWN
2. S.  cordifolia,23,corolla dark red outside and purple inside,RED
8. S. parasitica,23,no flower colour mentioned,UNKNOWN
6. S.  gracilifolia,23,no flower colour mentioned,UNKNOWN
1929. Loranthus atropurpureus Blume in Verh. Batav. Genootsch. Kunsten 9: 186. 1823.,23,no flower colour mentioned,UNKNOWN
"2. Scurrula cordifolia (Wall.) G.Don, Gen. Hist. 3: 421. 1834.  Loranthus cordifolius Wall.",23,flowers orange-red,RED
"3. Scurrula eglandulosa Rajasek. in J. Swamy Bot. Club 3(3): 85, ff. 1 – 2. 1986.",23,no flower colour mentioned,UNKNOWN
"4. Scurrula elata (Edgew.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10: 350. 1929.",23,no flower colour mentioned,UNKNOWN
"5. Scurrula fusca (Blume) G.Don, Gen. Hist. 3: 421. 1834.  Loranthus fuscus Blume, Verh.",23,no flower colour mentioned,UNKNOWN
6. Scurrula gracilifolia (Roxb. ex Schult.f.) Danser in Blumea 2: 47. 1936.  Loranthus,23,flowers red or reddish brown,RED
"7. Scurrula leenhoutsii Rajasek. in J. Swamy Bot. Club 3(3): 86, ff. 3 - 4. 1986.",23,no flower colour mentioned,UNKNOWN
"8. Scurrula parasitica L., Sp. Pl. 110. 1753; Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10:",23,"petals dark reddish brown outside, purplish inside",RED
"9. Scurrula pulverulenta (Wall.) G.Don, Gen. Hist. 3: 421. 1834; Danser in Bull. Jard. Bot.",23,no flower colour mentioned,UNKNOWN
"10. Scurrula steenisii Rajasek. in J. Swamy Bot. Club 3(3): 88, ff. 5 – 6. 1986.",23,no flower colour mentioned,UNKNOWN
"1. Scurrula biflora (Desr.) G.Don, Gen. Hist. 3: 422. 1834.  Loranthus biflorus Desr. in",23,no flower colour mentioned,UNKNOWN
"2. Scurrula ferruginea (Roxb. ex Jack) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10:",23,no flower colour mentioned,UNKNOWN
"3. Scurrula rugulosa (B. Heyne ex Roth) G.Don, Gen. Hist. 3: 422. 1834.  Loranthus",23,no flower colour mentioned,UNKNOWN
"4. Scurrula turbinata (DC.) G.Don, Gen. Hist.  3: 424. 1834.  Loranthus turbinatus DC.,",23,no flower colour mentioned,UNKNOWN
7. Taxillus  Tiegh.,23,no flower colour mentioned,UNKNOWN
9. T.  reflexilobus,23,no flower colour mentioned,UNKNOWN
7. T.  kuijtii,23,no flower colour mentioned,UNKNOWN
12. T.  umbellifer,23,no flower colour mentioned,UNKNOWN
10. T. rugosus,23,no flower colour mentioned,UNKNOWN
5. T.  erectiflorus,23,no flower colour mentioned,UNKNOWN
1. T. assamicus,23,no flower colour mentioned,UNKNOWN
4. T.  danserianus,23,no flower colour mentioned,UNKNOWN
2. T.  courtallensis,23,no flower colour mentioned,UNKNOWN
6. T.  heyneanus,23,no flower colour mentioned,UNKNOWN
3. T. cuneatus,23,no flower colour mentioned,UNKNOWN
7. T. recurvus,23,no flower colour mentioned,UNKNOWN
1. Taxillus assamicus Danser in Blumea 3: 401. 1940.,23,no flower colour mentioned,UNKNOWN
2. Taxillus  courtallensis  (Gamble)  Danser  in Verh.  Kon.  Ned. Akad. Wetensch. Afd.,23,"petals yellowish green, becoming orange-yellow",YELLOW
"3. Taxillus cuneatus (B. Heyne ex Roth) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10:",23,"petals greenish yellow outside, orange inside",YELLOW
"4. Taxillus danserianus Rajasek. in J. Swamy Bot. Club 3(4): 157, ff. 1 – 2. 1986 (as",23,no flower colour mentioned,UNKNOWN
"5. Taxillus erectiflorus Rajasek. in J. Swamy Bot. Club 3(4): 159, ff. 3 – 4. 1986.",23,no flower colour mentioned,UNKNOWN
"6. Taxillus heyneanus (Schult.f.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10: 355. 1929.",23,no flower colour mentioned,UNKNOWN
1895. Branches densely covered with white shiny abietiform hairs intermixed with stellate hairs,23,no flower colour mentioned,UNKNOWN
"7. Taxillus kuijtii Rajasek. in J. Swamy Bot. Club 3(4): 160, ff. 5 – 6. 1986.",23,no flower colour mentioned,UNKNOWN
8. Taxillus recurvus (Wall. ex DC.) Tiegh. in Bull. Soc. Bot. France 42: 256. 1895.  Loranthus,23,no flower colour mentioned,UNKNOWN
"9. Taxillus reflexilobus Rajasek. in J. Swamy Bot. Club 3(4): 162, ff. 7 - 8. 1986.",23,no flower colour mentioned,UNKNOWN
"10. Taxillus rugosus Rajasek. in J. Swamy Bot. Club 3: 164, ff. 9 - 10. 1986.",23,no flower colour mentioned,UNKNOWN
11. Taxillus tomentosus (B.Heyne ex Roth) Tiegh. in Bull. Soc. Bot. France 42: 256. 1895.,23,no flower colour mentioned,UNKNOWN
"1886. L. gibbosus Talbot, Syst. List Trees, Shrubs Bombay ed. 2, 289. 1902.",23,no flower colour mentioned,UNKNOWN
"1931. Loranthus umbellifer Schult.f., Syst. Veg. 7(1): 97. 1829; Hook.f., Fl. Brit. India 5: 211. 1886,",23,no flower colour mentioned,UNKNOWN
"13. Taxillus vestitus (Wall.) Danser in Bull. Jard. Bot. Buitenzorg, Ser. 3, 10: 355. 1929.",23,no flower colour mentioned,UNKNOWN
8. Tolypanthus (Blume) Rchb.,23,no flower colour mentioned,UNKNOWN
1. T. involucratus,23,no flower colour mentioned,UNKNOWN
2. T.  lageniferus,23,no flower colour mentioned,UNKNOWN
3. T.  lunatus,23,no flower colour mentioned,UNKNOWN
"1. Tolypanthus involucratus (Roxb.) Tiegh., Bull. Soc. Bot. France 42: 248, in obs. 1895.  T.",23,flowers red,RED
2. Tolypanthus lageniferus (Wight) Tiegh. in Bull. Soc. Bot. France 42: 249. 1895.  Loranthus,23,petals red,RED
"3. Tolypanthus lunatus Rajasek. in J. Swamy Bot. Club 4: 1, ff. 1-2. 1987.",23,no flower colour mentioned,UNKNOWN
3. Korthalsella,23,no flower colour mentioned,UNKNOWN
1. Arceuthobium,23,no flower colour mentioned,UNKNOWN
2. Ginalloa,23,no flower colour mentioned,UNKNOWN
4. Viscum,23,no flower colour mentioned,UNKNOWN
1. Arceuthobium M. Bieb.,23,no flower colour mentioned,UNKNOWN
1. A.  minutissimum,23,no flower colour mentioned,UNKNOWN
"1. Arceuthobium minutissimum Hook.f., Fl. Brit. India 5: 227. 1886.",23,no flower colour mentioned,UNKNOWN
"2. Arceuthobium oxycedri (DC.) M.Bieb., Fl. Taur.-Caucas. Suppl. 3(4): 629. 1819; R.Parker,",23,no flower colour mentioned,UNKNOWN
2. Ginalloa Korth.,23,bright red,RED
1. G. andamanica,23,no flower colour mentioned,UNKNOWN
"1. Ginalloa andamanica Kurz in J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 41(2): 309. 1872 &",23,no flower colour mentioned,UNKNOWN
"2. Ginalloa helferi  (C.Presl) Kurz in  J. Asiat. Soc. Bengal, Pt. 2, Nat. Hist. 40(1): 64. 1871",23,no flower colour mentioned,UNKNOWN
3. Korthalsella  Tiegh.,23,no flower colour mentioned,UNKNOWN
4. Viscum  L.,23,no flower colour mentioned,UNKNOWN
2. V. album,23,no flower colour mentioned,UNKNOWN
10. V. mysorense,23,no flower colour mentioned,UNKNOWN
3. V. angulatum,23,no flower colour mentioned,UNKNOWN
4. V. articulatum,23,no flower colour mentioned,UNKNOWN
7. V. loranthi,23,no flower colour mentioned,UNKNOWN
13. V.  ramosissimum,23,no flower colour mentioned,UNKNOWN
9. V. monoicum,23,no flower colour mentioned,UNKNOWN
12. V. ovalifolium,23,no flower colour mentioned,UNKNOWN
6. V. heyneanum,23,no flower colour mentioned,UNKNOWN
5. V. capitellatum,23,no flower colour mentioned,UNKNOWN
15. V. trilobatum,23,no flower colour mentioned,UNKNOWN
14. V. subracemosum,23,no flower colour mentioned,UNKNOWN
1. V. acaciae,23,no flower colour mentioned,UNKNOWN
"1. Viscum acaciae Danser in Blumea 4: 298, t. 1. 1941; Sanjai & N.P.Balakr. in J. Econ.",23,no flower colour mentioned,UNKNOWN
"2. Viscum album L., Sp. Pl.  2: 1023. 1753; Hook.f., Fl. Brit. India 5: 223. 1886. V. costatum",23,no flower colour mentioned,UNKNOWN
"1886. V. ramosissimum Wight, Icon. Pl. Ind. Orient. 3: t. 1017 tantum, 1845.",23,no flower colour mentioned,UNKNOWN
"4. Viscum articulatum Burm.f., Fl. Indica 211. 1768; Hook.f., Fl. Brit. India 5: 226. 1886",23,no flower colour mentioned,UNKNOWN
"1830. V. opuntioides Heyne ex DC., Prodr. 4: 284. 1830; Roxb., Fl. Ind., ed. Carey 3: 764. 1832.  V.",23,no flower colour mentioned,UNKNOWN
"5. Viscum capitellatum Sm. in Rees, Cyclop. 37: Viscum no. 18. 1817; Hook.f., Fl. Brit.",23,no flower colour mentioned,UNKNOWN
"6. Viscum heyneanum DC., Prodr. 4: 278. 1830.  V. heyneanum var. liocarpum Danser in",23,no flower colour mentioned,UNKNOWN
"7. Viscum loranthi Elmer, Leafl. Philipp. Bot. 8: 3089. 1919. V. osmastonii Raizada in Indian",23,no flower colour mentioned,UNKNOWN
"8. Viscum malurianum Sanjai & N.P.Balakr. in Nord. J. Bot. 21: 267, f. 1. 2001.",23,no flower colour mentioned,UNKNOWN
"9. Viscum monoicum Roxb. ex DC., Prodr. 4: 278. 1830; Hook.f., Fl. Brit. India 5: 224. 1886.",23,no flower colour mentioned,UNKNOWN
10. Viscum mysorense Gamble in Bull. Misc. Inform. Kew 1925: 329. 1925 & Fl. Madras 2,23,no flower colour mentioned,UNKNOWN
"11. Viscum orientale Willd., Sp. Pl. ed. 4,  4(2): 737. 1806; Hook.f., Fl. Brit. India 5: 224.",23,no flower colour mentioned,UNKNOWN
"1832. Hindi: Banda; Tel.: Chandra-badamika, Sundara-badanika; Sant.: Banda; Tam.: Pilluli.",23,no flower colour mentioned,UNKNOWN
"12. Viscum ovalifolium Wall. ex DC., Prodr. 4: 278. 1830; Hook.f., Fl. Brit. India 5: 225. 1886,",23,no flower colour mentioned,UNKNOWN
"13. Viscum ramosissimum Wall. ex Wight & Arn., Prodr. Fl. Ind. Orient. 1: 380. 1834;",23,no flower colour mentioned,UNKNOWN
"14. Viscum subracemosum Sanjai & N.P.Balakr. in Rheedea 10: 113 - 116, f. 1. 2000.",23,no flower colour mentioned,UNKNOWN
"15. Viscum trilobatum Talbot, Forest Fl. Bombay & Sind 2: 419, f. 479. 1911.  V. capitellatum",23,no flower colour mentioned,UNKNOWN
7. Thesium,23,no flower colour mentioned,UNKNOWN
5. Santalum,23,no flower colour mentioned,UNKNOWN
6. Scleropyrum,23,no flower colour mentioned,UNKNOWN
4. Pyrularia,23,no flower colour mentioned,UNKNOWN
2. Osyris,23,no flower colour mentioned,UNKNOWN
1. Dufrenoya Chatin,23,no flower colour mentioned,UNKNOWN
2. D. platyphylla,23,no flower colour mentioned,UNKNOWN
4. D.  sessilis,23,no flower colour mentioned,UNKNOWN
1. Dufrenoya granulata (Hook.f. & Thomson ex A.DC.) Stauffer in Vierteljahrsschr. Naturf.,23,no flower colour mentioned,UNKNOWN
2. Dufrenoya platyphylla (Spreng.) Stauffer in Vierteljahrsschr. Naturf. Ges. Zurich 114:,23,no flower colour mentioned,UNKNOWN
3. Dufrenoya robusta Stauffer in Vierteljahrsschr. Naturf. Ges. Zurich 114: 69. 1969; Deb &,23,no flower colour mentioned,UNKNOWN
4. Dufrenoya sessilis (Craib) Stauffer in Vierteljahrsschr. Naturf. Ges. Zurich 114: 69.,23,no flower colour mentioned,UNKNOWN
2. Osyris  L.,23,no flower colour mentioned,UNKNOWN
3. Phacellaria Benth.,23,no flower colour mentioned,UNKNOWN
4. Pyrularia Michx.,23,no flower colour mentioned,UNKNOWN
5. Santalum L.,23,"flowers brownish purple, reddish or straw-coloured",RED
"6. Scleropyrum Arn., nom. cons.",23,flowers purple-red,RED
7. Thesium  L.,23,flowers white or yellowish green,WHITE
5. T.  wightianum,23,no flower colour mentioned,UNKNOWN
1. T. emodi,23,no flower colour mentioned,UNKNOWN
2. T.  himalense,23,no flower colour mentioned,UNKNOWN
3. T. hookeri,23,no flower colour mentioned,UNKNOWN
"1. Thesium emodi Hendrych in Feddes Repert. 70: 152, f. 2. 1965.  T. himalense auct. non",23,greenish yellow or pale green,YELLOW
1886. T. indicum Hendrych in Acta Horti. Bot. Prag. 110. 1962.,23,no flower colour mentioned,UNKNOWN
"3. Thesium hookeri Hendrych, Acta Horti Bot. Prag. 109. 1962.",23,flowers white,WHITE
"4. Thesium unicaule Haines in J. Asiat. Soc. Bengal, 1919, n. s. 15: 316, t. 10. 1919 (publ.",23,flowers white-margined,WHITE
"1886. Herbs, perennial, evergreen, root-parasites, erect, up to 20 cm high; branches slender,",23,flowers white or yellowish white,WHITE
1. Balanophora,23,no flower colour mentioned,UNKNOWN
1. Balanophora J.R. Forst. & G. Forst.,23,no flower colour mentioned,UNKNOWN
6. B. involucrata,23,no flower colour mentioned,UNKNOWN
3. B. fungosa,23,no flower colour mentioned,UNKNOWN
4. B. harlandii,23,no flower colour mentioned,UNKNOWN
7. B. polyandra,23,no flower colour mentioned,UNKNOWN
2. B. dioica,23,no flower colour mentioned,UNKNOWN
5. B. indica,23,no flower colour mentioned,UNKNOWN
2. B. dioica,23,no flower colour mentioned,UNKNOWN
4. B. harlandii,23,no flower colour mentioned,UNKNOWN
7. B. polyandra,23,no flower colour mentioned,UNKNOWN
2. B. dioica,23,no flower colour mentioned,UNKNOWN
3. B. fungosa,23,no flower colour mentioned,UNKNOWN
"1. Balanophora abbreviata Blume, Enum. Pl. Javae 1: 87. 1827; Arekal & Shivam. in Curr.",23,no flower colour mentioned,UNKNOWN
"2. Balanophora dioica R.Br. ex Royle, Ill. Bot. Himal. Mts. 1: 330. 1836; 2: t. 79 (’99 or 78a’).",23,no flower colour mentioned,UNKNOWN
"3. Balanophora fungosa J.R.Forst. & G..Forst., Char. Gen. Pl. 99, t. 50. 1775; Hansen in",23,no flower colour mentioned,UNKNOWN
"4. Balanophora harlandii Hook.f. in Trans. Linn. Soc. London 22: 426, t. 75. 1859.",23,no flower colour mentioned,UNKNOWN
"5. Balanophora indica (Arn.) Griff. in Trans. Linn. Soc. London 20: 95. 1846; Hook.f., Fl.",23,no flower colour mentioned,UNKNOWN
"1929. B. dioica auct. non R.Br. ex Royle, 1839: sensu Gamble, l. c. 1263. 1925 (repr. ed. 2: 885.",23,female flowers: bright red or purple,RED
2000. Fl. & Fr.  Jan. - May.,23,no flower colour mentioned,UNKNOWN
"6. Balanophora involucrata Hook.f. in Trans. Linn. Soc., London 22: 30, 44, tt. 4 - 7. 1856",23,spadices red or yellow,YELLOW
"7. Balanophora polyandra Griff. in Proc. Linn. Soc. London 1: 220. 1844; Hook.f., Fl. Brit.",23,no flower colour mentioned,UNKNOWN
2. Rhopalocnemis  Jungh.,23,no flower colour mentioned,UNKNOWN
2. Sarcococca,23,no flower colour mentioned,UNKNOWN
1. Buxus  L.,23,no flower colour mentioned,UNKNOWN
